rainfall_24h,rainfall_7d,elevation,drainage_score,population_density,historical_flood_count,citizen_report_count,risk_score
197.0481586492964,236.9657427348542,15.786062789344594,76.35881706003937,28188.087386428186,12,2,58.50951416821936
105.24524338663838,534.5569288550314,9.177243967609249,34.8516490451849,15201.383115935321,14,6,61.94512786271218
83.4321828646537,624.8541756174104,16.11434917121575,33.43967146607095,16458.6881789328,13,7,49.825559601274485
170.14901087449462,639.728089507566,11.069689122209653,55.785860927658725,11906.162792983007,6,8,64.26629220433207
50.74554639404816,297.166173271399,18.712147150740684,22.371393058281956,31493.71131830071,11,5,43.946641545479025
63.97980454452383,419.74425234420124,7.074940757212873,36.221408392328,13514.544835409026,0,3,48.46075487896776
21.619699345221214,238.98009847401696,21.927420764113723,72.12888215727307,10726.162232032762,8,3,26.357991112343377
193.12336305047046,236.66976099209307,13.004612284893746,80.29161043799064,13895.991242756996,0,0,55.36325033306173
166.26718845024706,183.20260022523144,18.634049249682764,25.81654620352235,10500.786405356703,11,4,52.519994851394806
175.1363832977937,681.6121669168094,20.694064210826994,83.50959507954352,14164.96706576664,15,4,57.07436030138201
191.76038682483295,648.3128503075711,23.974229441005708,77.42123869182889,6653.9591317815375,10,1,56.764633985998486
120.96147061843479,577.5095765297231,6.926804643067081,82.6172692909015,9072.960931822668,13,6,54.785352160241295
145.12306310963663,411.30337362414656,8.311633098396007,70.28685592967648,17345.692268676732,3,7,58.81714297726986
50.75533958808464,393.989065927598,7.509527908101541,68.53902084516545,32142.939378876043,15,2,48.65047900686372
45.19661617791416,419.03722635679867,7.783169307515218,57.80671280083019,5833.3038951131475,8,8,46.02519633825797
167.04865159390377,423.4035286893371,14.813784313866304,67.00068016337468,10805.59061632098,10,0,55.786906240230564
123.64116535148915,358.12037420652183,23.857495509208547,86.17589584879558,33067.061617331085,12,8,42.73156908672485
144.35194342586155,164.32309305092318,23.7861179160406,27.237584102003005,32480.46957311749,10,6,58.528019026465536
188.29974863152563,160.42486583586305,13.58901108997077,42.735042404918566,25742.42666547012,5,2,62.99864544863207
159.63803040013,689.4398181412373,16.058598625822825,25.216758098902773,11695.153731047616,9,5,67.88190840402501
141.7874681447591,388.49968613526437,20.919351961435332,88.02597237997077,17433.937953785142,10,2,46.26798823740764
143.02557536399098,690.051535939321,22.524536085977115,52.05911355195593,10759.071822014881,13,7,56.22660729603731
86.86902157377469,184.68920173447037,6.484933801249966,68.62480188868557,8114.832292006504,7,1,39.9613096190135
26.779923604946667,434.8265933055575,13.627918036733963,80.56064464431114,16159.948624444529,8,2,31.63947352509572
116.07782563111972,212.9390421449851,20.32241520255327,91.35201786150718,22426.291362251206,8,2,29.748916559760925
67.20862802029643,242.03814792102497,8.670445685961017,31.648336961043135,15517.845614873768,1,1,43.974884497063556
109.87630161941995,99.23493040715442,11.675798934570267,77.56490761171247,23546.385614911032,1,2,37.5288983915272
207.74867611899654,156.13011887373523,23.683664233264174,83.89444866584502,13480.151532137776,0,5,43.87794566106084
71.46668689037497,666.7829808826853,23.67102732785916,23.519027133263045,15067.216888345289,10,5,55.41525119727066
32.82660317159453,285.7811145486923,21.934349836833995,74.29452033336128,29301.554932627507,6,4,31.511781051896484
81.90445624483924,469.2026956253386,19.56586358621727,45.54022312615162,32106.071388603457,13,1,48.91647297335527
84.5906267086704,377.6090444731347,7.920871015901726,66.6989689858711,14305.090608993665,11,1,44.11855061691321
165.62163323991692,336.2887969569781,9.058701629478124,57.011470114798264,22288.50564304884,2,8,63.72927483696047
142.54707351508125,420.4070984614836,14.040222506507243,38.70144215023786,12901.193084552577,1,2,57.37602106128904
192.45760600341097,199.83292455381857,14.337102240364267,29.735938064286994,5706.708534637681,5,0,54.28449563806857
166.14897887202525,712.706495052529,13.121062025855473,28.420200782422995,27611.429803533058,14,4,74.4864805576255
109.40510951681551,603.7170359704724,16.006746158158734,27.439245755011402,9472.111463556812,0,0,54.23058619678328
199.08448462652763,554.6333649481699,10.983106497925753,65.9208828896896,17622.80075990135,2,3,60.47919683856444
56.73404237969486,380.0059500889296,18.481831460941724,45.30158130076674,19585.45578813302,0,7,40.238804665264865
24.996656089449303,177.841358160855,9.338098382523818,35.597607550822815,9903.090693731388,6,2,33.59798416246689
39.810529370641184,669.2261492950834,9.274893932819756,69.81572667482502,7025.771221228681,15,6,42.22527639828591
178.91905713121906,298.4877231243057,4.798971161620216,69.45316873518561,15136.41646947426,10,4,61.19544004215867
121.61299065530523,112.06828140603761,6.151668620636223,58.82011704970383,34473.14904161019,7,3,54.58534889458043
55.479791387392396,299.1383531588024,20.71145933626987,87.31696281434127,23684.338879629486,2,5,34.68615621718361
130.22985052273998,588.452499517366,11.818211448769713,47.749824663782334,16205.127308892881,5,5,59.39301707300005
53.508662596897054,478.53359679245324,7.0130913041623435,80.1821339313891,5245.146264774878,8,2,38.9167908254635
173.19048251710194,560.5366942367102,18.705504200492523,25.410037371118136,23208.745004514618,4,2,71.48528997154553
118.15438062628675,587.9266456719215,14.187584767970908,73.26783877077233,6952.244509931923,11,8,47.65995638055685
103.82466974122615,215.65095109154726,2.465432251312457,91.16821379589896,21361.410273520843,15,1,52.58109097700111
86.33265961253284,671.2213222996353,8.959952061407733,80.95507157272282,28062.416264695774,3,8,54.6149044185559
158.66217048615545,360.31334586903847,5.894031044669503,61.73585979032428,17554.731145433165,4,4,65.78930943242179
99.59877432174589,488.9687355290653,16.429202941622492,65.12715663155556,13581.16783412878,2,8,48.10056314984969
39.282982249542215,81.47761445551488,8.050682893865563,45.43684755946017,5516.295482163156,11,3,35.25990341523078
45.96129846651337,715.7558389831539,3.42882914261876,68.92293571458347,4792.8920051710975,7,5,47.116234090717555
231.6174862008932,259.7736870170593,3.2085697623487235,75.46846758905555,17760.85022865668,4,5,66.4526839683382
219.88775195567356,119.72038818569935,14.798000555091729,91.87245064048548,32267.04866249497,3,3,56.112216339900186
173.9355694383649,373.28770658336896,2.4779160254899715,55.45733002403117,11810.008921382092,1,1,65.41261208525607
78.4913915210943,162.57923659650672,20.67342648899395,24.413892735687845,22369.77618501828,7,4,42.56328799320932
233.21880301649927,177.48909450084847,5.418736623660063,62.90177245263094,25897.78622975238,10,5,69.6134561458268
191.3251988724748,484.6610003393345,15.344459374299456,28.569738798716138,5946.555760043566,3,2,62.597808904302234
177.71584161497904,331.4735306049493,11.783136616236405,37.623083136039924,8899.212025708068,0,6,63.87893451803255
118.8595304716335,669.9855680991968,11.742733467101855,43.672153614013084,14600.857389426146,7,5,64.2304520742796
79.89314360593498,284.26015654916483,3.579537131921009,72.63415086668556,25442.981572754255,10,1,46.231978561448564
41.206011673769844,544.7552821656967,19.660549504668744,33.23418491925204,18049.1235912991,5,8,41.52795399914703
218.57252723964515,375.1036352991409,21.64715466457156,31.93421217264938,27494.24218298385,4,0,67.66220497506791
120.27078376339443,502.36883272273843,2.242366682453026,23.237425459915578,31763.13169834216,2,5,77.17708978132032
64.51994025495067,463.8050282982339,5.92929186533659,82.87327541747942,28267.91285115337,11,3,51.60877286327516
87.31045731314354,382.5817425657589,21.885892153500535,69.93239055363637,35751.91063402397,13,5,40.19481380589625
147.4283051672171,688.0391005596398,14.088859481601279,22.87614552446911,28139.55419941279,12,6,71.36058728402278
58.890012246630974,299.33673136317174,5.3008707214606225,22.037046005944248,31269.734240238417,8,6,55.09431004686937
208.4551425003226,193.43072079953444,6.461389957401495,60.224549346204036,30635.72347088003,11,5,69.55096493863728
186.8742965637462,513.9801989630901,16.51969737321651,40.34247689264319,27368.50439296149,6,7,74.192347988899
178.2818503092061,621.4448392370616,17.945970089431206,62.964297231098875,29657.658132988498,0,6,60.71671818340756
115.06046875052282,105.7623935615512,15.187389788758576,51.2915006490295,33909.86329175712,5,7,44.56717717881547
158.0079449545375,367.76492059051554,22.969264358075566,86.47850448633834,19206.636112841363,11,3,44.68004837038591
148.50155316080182,651.1921213998888,12.869399280559096,40.72224907721849,24425.184765201393,10,1,67.40446968721277
162.9662523420604,559.7559161106352,8.605982067135587,68.89846652760033,20478.071090328725,15,2,66.73811349779412
38.5777506507756,714.756938558482,12.499124019467523,23.891910436539142,31233.183590146335,15,5,57.924855617612295
111.47762847753413,420.104839422236,9.91265846066544,88.82195846160262,17803.507291888236,3,4,49.291919129046846
29.155118249616343,502.3972600327368,6.937149638843099,90.61453768940136,30231.256676631452,0,0,32.463360336144994
128.67798023379416,273.587379928274,3.0111914854830815,73.2133732891817,29579.346401828443,4,1,59.12734230740502
92.56946671321276,686.4227837862351,9.748674858432732,53.49529795257727,34780.3552437949,14,8,60.82613310387039
51.79532155053032,314.45471267618325,17.65100564961433,35.83952763156282,11965.462376237401,13,6,40.84818406745363
42.74865289896136,552.6468561194423,2.4056316632542636,78.50117649785346,26707.824316349193,1,6,45.69440880506303
149.28180587909665,338.00973063621245,11.661927290530564,73.0174949945856,28221.42392471956,2,1,53.1138787516254
57.530453078114945,439.56411524031955,16.168206831897106,35.980690848388335,33960.911769749306,9,0,47.86155815764924
223.5264260428954,540.6608224137896,15.428890401834758,52.48750117932313,33020.877377777,10,2,77.43610290499558
147.8334507340869,405.7178571208667,19.08626558955175,53.321523522808526,22352.827574670348,15,7,50.461287056698254
96.31135699766415,660.5352492220854,19.831433744515547,79.50155959803506,22532.901947647355,12,4,46.686107135897736
150.0014081259117,348.3526322737986,17.657528060226532,69.23681727205351,9353.31930893534,3,7,44.661341184802005
25.01685162653345,494.1259508117281,4.261549315184487,66.30806313488397,35198.806477560676,0,4,47.81538892378317
230.88302691311796,299.11195731203463,12.450493768095935,66.78757442455606,12160.55880650966,10,4,65.17620630207715
126.10675612743805,341.22026766784836,15.27493106472739,39.47384571553848,27191.558990441346,8,5,60.70407667902265
192.20174999506295,361.6320692694735,7.402452853807935,46.76321070772645,29465.44015377,14,8,71.70191752793656
38.20059998293648,160.51649171986256,2.9361399882290833,23.287684551442844,18118.89614756419,9,3,50.296234159928616
127.06483278439528,138.7031545977643,6.918987059273032,76.65976177847291,10758.199040929856,8,5,50.11052444493575
127.9555387579946,507.19355081392507,12.007676838118055,51.1758714922266,10046.732295029975,4,8,51.39890848440469
226.32182009449622,499.53135253955344,11.106467019201219,51.55316171030529,31407.872028850936,1,3,76.51456577627566
145.78017152273657,504.262217094461,5.886673589197556,37.66565107522112,20344.207575952474,14,7,71.8838315105843
124.16766823252983,92.65052501932267,20.13714193903684,35.07876426507888,6884.383425224534,13,4,41.27556611811517
78.73464588021659,288.98997930993914,22.36510671220794,62.32317892897011,26944.623128412437,2,7,36.60983398292969
92.94517941536148,206.59830224588603,6.429663019159735,36.74381709466466,12005.473689760947,11,4,53.74027611710706
134.5479285437383,578.0169104281679,22.450604142478877,24.623037312713436,32044.632024028135,5,5,60.841375282838285
116.56052126711027,630.8034568935233,2.392941101853978,75.26053395062468,13906.297152959209,6,2,57.80061598336947
24.754657573672695,237.87544142473428,22.3491743995528,47.10579927725835,10408.66656288458,13,5,28.18765263815068
201.78422332275872,507.42346166271125,22.942433381779974,47.376962040749916,6715.470193757898,13,2,62.9035065447712
217.1553698047487,162.79219421329566,2.2651409863503544,51.054916269136974,20368.99637240472,3,5,69.84543163336491
50.85479957969437,256.09761638509656,18.786424529088457,78.68322728538276,18423.60281018519,4,7,27.983165671282006
141.88795157859087,168.7388775893885,23.344434596536555,43.100256507666835,28041.988627300572,13,3,51.87696334053671
43.886663049797576,261.4532906235067,21.92984881399112,74.5786072105642,18867.282790177163,14,3,31.8178933373353
167.89282046875857,511.8313903035379,23.355623546316686,87.64722853612712,15002.111005579874,1,2,53.60486000182881
81.87143244458183,662.6092225185616,14.107117125348065,67.58251010658556,12372.957300254211,13,6,43.57905264061943
165.0729796322184,209.61434107147903,3.719435077478542,51.08103784474577,12900.695855039075,7,5,62.88295764980242
179.93881514311417,426.93058236846025,20.695362351710795,73.84086006655986,33691.13285849005,9,4,55.45770192654398
189.10244822188454,528.8903047957967,15.504221627798255,52.96861062209976,9282.515266809995,1,0,61.05267148097888
43.70300811029725,689.8703798307621,15.52420837214236,49.83876351978614,35621.64558582881,10,0,45.17207526753415
221.52260593027376,470.43870904779124,11.179579416891096,57.820387777233194,14461.422566151192,10,0,66.0109849890895
70.64707799687378,243.26843585752363,14.5805234834644,42.876008106269154,6828.487533359919,10,7,37.85004159462081
28.230762358759552,480.3060204249192,5.37875513989452,27.506015572160088,11958.09218521168,12,7,49.586642971584546
142.06754326612634,285.1143434739304,18.274940584455308,49.86934439788389,5869.260145747799,15,0,47.004953271204386
101.60290244973652,704.7221700426929,3.6503807617339312,28.91769544130974,29280.952613245307,13,0,71.35436390210384
202.5537434891309,335.7927265047276,18.055176874963426,49.55178609599216,20401.693201315375,11,7,62.88385087068821
197.81532385414638,518.6737412870491,20.67752529774679,60.099227927368425,14783.57180373763,15,4,57.276305137166375
89.77055642099738,94.86565270192543,12.39431090641874,87.01120504680657,25185.58734821,10,2,38.43780122086853
229.6378669153439,336.03932552624343,13.216268053255085,22.60800783526186,24180.688830410247,10,5,75.75171574174352
84.00192439082609,640.0688725264074,8.86871400428572,64.74500526813998,34075.90685528288,8,2,60.052857412041156
133.3125684309772,470.54556443727733,23.328088841962927,52.956933438805564,34760.336535948154,12,1,53.118331417456176
76.31231992487261,364.1234472934249,18.12873844031,21.458801230698022,25781.88082129297,1,3,43.313630763417216
225.92958541077192,678.9999996388646,10.11774817260759,37.967468667587866,30170.109671813392,8,8,84.10472719248739
56.213719868043995,626.5500007342266,5.8457624971261115,28.530938169545713,29357.603210725712,6,6,66.12866752719594
29.880336266312376,286.2180312466805,6.830751028446009,35.60917849266402,19721.71304639679,14,1,44.850637982524944
115.72135320066835,428.51097730645733,12.206290294421102,39.769057529186114,26542.66521706934,1,5,57.340924562316
238.32262409228414,393.48752389917615,22.736504806915434,48.89405614751813,6504.288245874246,10,7,58.86302835055918
216.16899857608107,484.6096000735119,18.1512196067402,58.0908363312001,28256.674660809822,2,8,74.12174610670631
184.69376428052882,293.8312108536036,6.735362459941296,20.0712795626998,34778.656230155764,14,6,74.21711273432261
215.97434799327547,236.29120049016848,20.910344935215758,31.65459396526934,6719.19210002363,13,1,57.46889607864093
216.5582607335299,664.1099745635431,10.320411506212984,26.736779763833653,30755.705106939346,3,2,84.59609574903526
134.1488392850188,671.2796796790441,20.73788802055541,59.57648474691755,33855.36085277668,13,1,53.103142068316984
89.50439140277446,619.7266468876666,7.317391155584881,43.693390668891425,11238.044473665987,7,1,58.768853863067754
189.84273506441735,706.0508356893192,15.610533462598987,59.4846369944997,20793.95800349452,15,1,69.24774071980859
165.56547789690742,556.7945764990006,22.3867507377882,35.971277756576804,33691.46321481563,11,2,68.5178470010711
102.20470035221622,569.3870262796797,7.673668201251472,21.744513494306112,34727.232144734975,0,4,68.36272763345903
40.78266697353336,568.05765885609,17.244384992888808,87.77841689145777,8092.236299274124,3,3,28.848854151122165
184.29371449678573,387.58888380307616,23.720877639057164,27.79818472560757,15168.13521777442,6,3,57.823183611564815
77.74131350303023,372.1294044891339,5.313162319346077,29.13382985324361,26340.62851682741,3,2,56.00778876457011
226.09889311743143,233.744816735362,3.9448503954148366,30.551371508730117,11089.87198034977,2,1,68.16933832709263
73.01352650125065,492.6842843899459,16.832294233785955,90.65190972751563,14392.660116303387,15,8,38.06123486821387
47.00674513052692,265.16488710549413,9.474190850478667,64.47153729223972,4745.3139201501845,13,5,37.35898352553468
202.84478786747934,244.99738220950684,3.5673785020650044,63.94087652267724,8912.693789798364,6,2,67.13506416735498
53.72254965738869,455.01527942147504,12.45672359343929,91.04227050933413,21994.543821367803,3,7,39.44094939354802
59.4390277947026,342.3887284640276,18.582954952167025,26.367591387775143,24898.882121733848,2,7,48.38881099846652
151.86421413458558,220.0682296285646,8.272692809134153,90.16406426304482,24765.178595066784,14,8,51.8679947357556
212.40364898424218,602.2758507218119,9.371031305112965,34.68894655189094,28907.535064902935,5,1,78.26082401357705
63.21562645720611,630.7647483484006,20.605386814233388,64.86114825646655,17289.005239641327,0,5,41.526281294287045
88.27120803802084,187.32769259377983,13.441582069752737,50.246016701801,12751.702919716976,6,8,41.11787595639266
191.02906441305907,84.80450099199992,20.540103313742385,47.644530570356835,4498.5824013608,7,7,49.95372020871744
233.8018137334128,295.1231798587992,11.820568827161608,87.0495196505213,10612.15443367638,9,2,54.42866186986082
130.1630609645153,590.4069348356816,22.965453554322274,30.744396447698463,13996.409990465192,5,8,55.13144248906636
51.65745056127517,617.0712743899676,16.317480973790207,91.78896879748953,9702.619407374896,14,3,36.67914604285121
23.06598329580434,168.5306048742715,4.549775037023487,47.2970043985915,4644.623087891272,10,4,38.58273221113707
70.52432659974815,575.5749767571527,21.472045740989614,66.71179307997592,9038.32347728613,15,5,36.240162726893296
49.00088791303463,154.05066707803485,12.763834198277552,89.68928466680192,25315.185714162315,5,6,33.67772006941798
169.08490819482864,329.6400577001787,5.11605729540391,24.147275627286184,24146.733327123067,10,1,70.00834011550123
46.80315101827685,719.1100896076262,5.3591829445112555,86.44623413061372,33941.87646073736,5,4,49.94621449336087
131.39258495653928,203.25812686778227,17.125746572417178,60.88241974551271,29541.385324713898,11,7,53.76744436421381
172.737735841435,178.53669284968092,3.0421951480487754,70.71657528637657,22168.19573891812,11,4,64.36096425526426
147.84565402859852,350.5922128299478,8.305062828103893,30.74126123981708,8401.803119782762,5,2,61.628441566462136
63.95064336521268,476.5878566207113,5.075326990337098,58.40389501983432,22050.29820560502,15,0,56.6446130036795
196.90739576009778,677.056500744482,11.703703451580253,68.49298746021755,5971.041949253784,13,4,63.72913784506057
177.38956851547636,707.7255331411419,11.115782983875949,52.84980613191309,17788.31671714729,14,6,67.13955007002087
182.57648086141918,124.57000741849257,13.48128156315483,31.158932823636086,16488.27612631025,3,4,56.978057643359946
48.83270534260892,168.3184111026594,8.151999240255666,37.576573406161515,17690.04189961413,11,8,42.88739705046148
47.225836803075815,586.0723032934361,2.7049589663198983,81.5162809515319,12954.42938863319,1,5,38.5072582799827
224.0637612214317,253.20457745335068,15.516494343774086,22.48191148395892,25946.57432396236,1,4,70.01920093724893
107.46720264148694,646.3033980840707,10.22179606341173,71.0380696477385,30910.222953560944,15,0,56.97520195069425
86.20871219180674,504.6100846266155,16.32936997228102,91.95608262904594,28592.543763167283,2,5,44.49452734871383
127.48848997733734,151.58067352363338,4.390673357693906,20.538775719687195,24088.06706530817,13,1,63.78677426122811
165.83012680798814,612.8187423513646,2.3031018164691073,31.595289163035673,21227.033578656425,6,6,77.41804944224585
230.23711655033338,192.86808320516855,7.4624734534764405,68.53838966430568,4994.693760256972,4,1,59.95189036701613
83.0181699140521,351.03705259497843,12.044041105869148,24.319340090145076,27133.88795814148,1,8,57.925136567506556
223.45785444864597,433.3983542779712,10.66958343170628,62.46487883762184,21439.454066511917,10,2,67.84807178858405
25.46908810497639,400.4903354113781,19.82665621601626,69.24800745639604,12663.71362124438,11,3,26.81953208492923
142.14356931190144,519.1442659936963,10.312428172242127,62.34653706421305,14490.945243310132,7,1,50.06898307612565
159.47452456983874,497.71951031632335,13.669705951267735,46.29329861751684,33939.41716703172,12,1,62.946152071766
43.297428825165724,714.9068835379551,15.057343033728229,70.204325311038,23979.591843751266,5,8,41.92108523081398
50.87471135406078,719.6300219034802,2.4802906162078555,62.789198816995075,19229.197909040908,8,2,53.10766529449686
112.20515024958684,410.5340176868102,13.332934290616159,34.94987639076222,23869.495670669046,4,4,53.652928497792516
232.57102067149998,140.92741565495294,9.586287706774433,60.545759138127906,17239.754399541023,9,8,62.86233443626249
151.129361711562,545.8197113399797,11.268162809031601,83.49731963400278,19045.832742496517,2,5,52.669074091568724
225.26510875204647,705.0650100586171,4.206322766895505,68.0119965697124,13289.896214645452,7,0,74.57911891588755
196.95940143485356,283.728888082573,19.222052444270194,53.968988532356995,18075.305618932623,8,3,58.39200086483775
122.82395234216413,375.17368693604726,22.732893517787495,43.154055406600484,25938.951438013133,8,3,52.6266229755755
192.64795883548123,351.8572318818918,2.4899140538512,26.183807079505247,5278.141602767015,7,2,71.33461116933472
23.924092474937304,112.90825891643479,15.230200781849653,37.61315355865007,29440.877033476954,10,2,31.084995609796096
44.011679288461686,510.24923598300467,18.80456948034388,20.805446222255135,13055.345307562011,8,4,42.36412974110002
202.474295274202,306.1361248438194,8.265766950297568,91.03706606179743,25841.913389839992,4,3,59.65954131750824
195.2997594315356,583.9768797641614,19.32622286699077,36.01872215326928,24567.21006976192,3,2,66.37077312382225
71.18096323261541,612.5568481804711,15.911811116858628,78.67106787334683,24884.097572521772,10,3,45.10994741037154
136.76930993179178,605.5877034226211,22.44157790996354,32.14243148995846,23460.125320185693,15,3,65.59151584263886
153.3234805540024,346.6662387455233,23.582105849783,40.419282771601324,34691.25881822512,12,2,60.87386939551688
210.90256983072246,285.7892366341757,2.9316145079715055,50.11596698444241,20267.013206252508,10,4,71.53495021642365
152.68357461451964,559.245298986915,11.788630742594137,43.35720781819557,27434.211696491246,14,8,70.19952805083057
110.76574524020967,592.8892376593427,14.033731326720801,77.48125851871,26574.378599506486,14,4,55.39284662946406
102.32048954958019,394.40476569047433,5.228351130568354,88.95392537711047,11560.562472906571,8,5,45.04301107573561
113.69405900217217,651.539852503234,9.398288269401958,83.02120282286108,13065.78685397842,1,8,55.87682458337923
163.42482562759432,172.1015654902773,23.72824385064216,31.05760642023847,17568.547141022973,10,5,53.750945419353265
210.84793898551146,642.6040189817345,2.3570700395343716,75.9215846971489,12886.333774822695,9,2,69.95213022795956
119.85731405678594,141.50094910200403,11.95517449353645,30.652177757939224,15735.779165758711,4,3,51.274567628983995
74.52470384929879,178.2563341149529,20.538401677800316,85.76343967247129,16510.73964570579,13,4,29.607493106120668
72.06571985946786,421.6576084953346,9.125827779824345,57.287257448137645,23323.665950027007,13,4,49.56250263827968
184.1231416535582,123.21182731994561,12.555567060613374,44.21943834008289,11036.481367521972,5,1,54.095131362046764
199.64512795326027,113.79654489607063,23.51700640733556,31.305835808061882,29737.339708053994,7,0,57.18656065911231
43.16117756790749,80.33199626605153,12.447290402465486,20.85025434888833,18001.16341668815,3,3,40.208365410631906
34.64294853013919,359.24266220432844,4.880268867222979,37.8521833995837,26599.8115738639,2,8,50.77833822337501
150.7754060264194,575.7592840270271,3.1378728166606034,85.80944455625446,6606.159399706172,4,6,60.06605676305504
52.15811372239362,102.29654417914603,22.799164593678867,77.40287784360038,19038.89261197974,5,7,27.099997388400844
201.4261219003951,497.44486813814746,7.847807092051445,89.8251469580518,4903.025029674506,4,1,54.567160279606284
88.27362826329637,606.8014831463594,13.08940594442012,27.25482952073886,25629.119738098074,2,3,55.69600753873026
51.65182525365138,187.52054308983753,3.9954388539793095,62.6368695324082,14998.722463906226,7,5,35.412155513074616
222.61350394723905,173.99279028569873,11.320412652113312,38.51483413021592,34376.09005138652,9,3,73.48127832377314
56.4169790017612,630.9126231171431,22.46232142350273,59.091802815613335,14371.97486724542,5,3,35.90581193350905
82.63841811434582,606.7997503680606,13.053085859880644,43.07275176056877,22041.788736567258,8,3,54.871195187707826
